(0.5510141706552456, 0.8001551189245087, 0.4821704963254741) (0.5374820239918874, 0.7912357807652534, 0.4673051816198083)
(0.5894291376619538, 0.8240692864529473, 0.5233763053462145) (0.5707574197911559, 0.8161840744570837, 0.5017941064437169)
(0.59257065214575, 0.8279472595656671, 0.5259053839207135) (0.576695064062616, 0.8194157187176836, 0.5085642314630107)
(0.5967101163092189, 0.8296277145811789, 0.5309472706856129) (0.5794068000369156, 0.8230351602895554, 0.5108749322389724)
(0.5955819995727009, 0.8302740434332989, 0.5291289497666266) (0.5790753305197074, 0.8231644260599793, 0.5104130223983442)
(0.5982422017682045, 0.829239917269907, 0.53307770515197) (0.5792627392665902, 0.8231644260599793, 0.51037626432005)
(0.5964357598331093, 0.828852119958635, 0.5308206184596452) (0.5833241416485735, 0.8238107549120993, 0.5154503329220144)
(0.5967616674784978, 0.828981385729059, 0.5311084872084121) (0.5842322785043391, 0.828076525336091, 0.5151847933505854)
(0.5936448535349061, 0.827817993795243, 0.5273367057254416) (0.5776955057686627, 0.8186401240951396, 0.5100639397380619)
(0.5909008403357886, 0.8269131334022751, 0.5243604630172101) (0.5781834327280432, 0.8225180972078594, 0.5091820862029742)
