(0.2809932954427273, 0.5242424242424243, 0.22123947092978066) (0.2570493238897423, 0.503030303030303, 0.19824838857709612)
(0.27189829352532763, 0.5242424242424243, 0.20841005001940135) (0.2712122173641853, 0.5151515151515151, 0.2106732350594173)
(0.28074486440711566, 0.5212121212121212, 0.2200033193925998) (0.27583367103704115, 0.5242424242424243, 0.2136843251052217)
(0.3163064229078128, 0.5242424242424243, 0.2660187169723221) (0.2862311293434784, 0.5272727272727272, 0.22516664037872122)
(0.3020605017621822, 0.5181818181818182, 0.24867804991767908) (0.2774417380991117, 0.5, 0.22472412297733957)
(0.309369409029649, 0.5151515151515151, 0.2605071892117931) (0.3111060025263695, 0.509090909090909, 0.26505800322481937)
(0.3060532807717474, 0.5454545454545454, 0.2443657652560166) (0.28302655166015256, 0.503030303030303, 0.22990486929733017)
(0.31364550304595623, 0.5242424242424243, 0.26182927275617934) (0.31555345830865356, 0.5151515151515151, 0.2687511422389403)
(0.33444801443444294, 0.5242424242424243, 0.28864983711475245) (0.31278730850430847, 0.5181818181818182, 0.2626876809570927)
(0.3104902782639671, 0.5242424242424243, 0.2577350156668408) (0.301727280868868, 0.5242424242424243, 0.24653394308877735)
