(0.3324595418869612, 0.5303030303030303, 0.2829635951687261) (0.3096075816124544, 0.48787878787878786, 0.2692535913484219)
(0.33467352686758894, 0.5363636363636364, 0.2841560537322128) (0.31642332473013846, 0.5121212121212121, 0.2704079603513464)
(0.3231749643830143, 0.5242424242424243, 0.2737783756748007) (0.3090902152246597, 0.5242424242424243, 0.25516376004718283)
(0.31978657190981763, 0.5303030303030303, 0.2677306858751503) (0.31111644741906547, 0.5181818181818182, 0.2591867319216712)
(0.33059873908509413, 0.5333333333333333, 0.280685719982963) (0.3228117409453892, 0.5212121212121212, 0.27381439260233503)
(0.33450639693231815, 0.5242424242424243, 0.28986690084861344) (0.31930176288967926, 0.5151515151515151, 0.2723546434946575)
(0.3255818417190673, 0.5363636363636364, 0.2733280944743524) (0.3231979491831987, 0.5151515151515151, 0.2773198037187676)
(0.3319813310220259, 0.5363636363636364, 0.28162086490576216) (0.33079240807100496, 0.5333333333333333, 0.28004348755573216)
(0.34213532901978194, 0.5515151515151515, 0.2883193685062888) (0.3289923893970522, 0.5151515151515151, 0.28412332464968526)
(0.33734437754549623, 0.5333333333333333, 0.28879519867861775) (0.3470408722657855, 0.5393939393939394, 0.2986684165707084)
